CITATION,EPSILON_HF,EPSILON_ND,HF176_HF177,LAND/SEA (SAMPLING),LATITUDE (MAX.),LATITUDE (MIN.),LOCATION,LOCATION COMMENT,LONGITUDE (MAX.),LONGITUDE (MIN.),ND143_ND144,PB206_PB204,PB207_PB204,PB208_PB204,ROCK NAME,ROCK TYPE,SAMPLE NAME,SAMPLING TECHNIQUE,SR87_SR86,TECTONIC SETTING,TYPE OF MATERIAL,UNIQUE_ID,Year
 [6174] STRACKE A.(2003)  [GeoReM [448] ],14.321834609331775,7.744256180774361,0.28319,SUBAERIAL,65.8,65.8,ICELAND ,,-16.97,-16.97,0.513035,18.2819,15.4414,37.9589,"THOLEIITE, OLIVINE",VOLCANIC ROCK,samp. 9396,OUTCROP,0.703156,OCEAN ISLAND,WHOLE ROCK,13382-9396,2003
 [6174] STRACKE A.(2003)  [GeoReM [448] ],17.575189631699885,9.675443490337061,0.28328200000000003,SUBAERIAL,65.8,65.8,ICELAND ,,-16.97,-16.97,0.513134,17.895,15.3687,37.4425,PICRITE,VOLCANIC ROCK,samp. 9391,OUTCROP,0.7028989999999999,OCEAN ISLAND,WHOLE ROCK,13382-9391,2003
 [6186] GEIST D. J. (2002),10.467316158918011,6.378770204315058,0.283081,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512965,19.184,15.604,38.914,BASALT,VOLCANIC ROCK,samp. E97-50,OUTCROP,0.703063,OCEAN ISLAND,WHOLE ROCK,26095-E9750,2002
 [6186] GEIST D. J. (2002),8.982088866098856,6.027645238940611,0.283039,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512947,19.248,15.582,38.938,BASALT,VOLCANIC ROCK,samp. E97-52,OUTCROP,0.703167,OCEAN ISLAND,WHOLE ROCK,26095-E9752,2002
 [6186] GEIST D. J. (2002),10.007602949236265,5.988631353897802,0.283068,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512945,19.23,15.581,38.91,BASALT,VOLCANIC ROCK,samp. E97-58,OUTCROP,0.70315,OCEAN ISLAND,WHOLE ROCK,26095-E9758,2002
 [6186] GEIST D. J. (2002),10.14905316760018,6.222714664148156,0.283072,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512957,19.273,15.598,38.813,BASALT,VOLCANIC ROCK,samp. E97-67,OUTCROP,0.703117,OCEAN ISLAND,WHOLE ROCK,26095-E9767,2002
 [6186] GEIST D. J. (2002),10.361228495146054,6.066659123981253,0.283078,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512949,19.17,15.558,38.769,BASALT,VOLCANIC ROCK,samp. E97-70,OUTCROP,0.703133,OCEAN ISLAND,WHOLE ROCK,26095-E9770,2002
 [6186] GEIST D. J. (2002),9.47716463037256,6.281235491712367,0.283053,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.5129600000000001,19.21,15.595999999999998,38.895,BASALT,VOLCANIC ROCK,samp. E97-76,OUTCROP,0.703105,OCEAN ISLAND,WHOLE ROCK,26095-E9776,2002
 [6186] GEIST D. J. (2002),9.47716463037256,6.320249376753009,0.283053,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512962,19.209,15.59,39.008,BASALT,VOLCANIC ROCK,samp. E97-79,OUTCROP,0.7031149999999999,OCEAN ISLAND,WHOLE ROCK,26095-E9779,2002
 [6186] GEIST D. J. (2002),10.714854041055846,6.378770204315058,0.283088,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512965,19.15,15.564,38.765,BASALT,VOLCANIC ROCK,samp. E97-88,OUTCROP,0.703083,OCEAN ISLAND,WHOLE ROCK,26095-E9788,2002
 [6186] GEIST D. J. (2002),9.79542762169039,6.5738396295226,0.283062,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512975,19.171,15.566,38.791,BASALT,VOLCANIC ROCK,samp. E97-99,OUTCROP,0.7030489999999999,OCEAN ISLAND,WHOLE ROCK,26095-E9799,2002
 [6186] GEIST D. J. (2002),9.618614848736478,6.5738396295226,0.283057,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512975,19.155,15.579,38.805,BASALT,VOLCANIC ROCK,samp. E97-101,OUTCROP,0.703082,OCEAN ISLAND,WHOLE ROCK,,2002
 [6186] GEIST D. J. (2002),10.007602949236265,6.5738396295226,0.283068,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512975,19.082,15.573,38.709,BASALT,VOLCANIC ROCK,samp. E97-49,OUTCROP,0.703036,OCEAN ISLAND,WHOLE ROCK,26095-E9749,2002
 [6186] GEIST D. J. (2002),10.538041268099967,6.3397563192744135,0.283083,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.5129630000000001,19.182,15.574000000000002,38.824,BASALT,VOLCANIC ROCK,samp. E97-08,OUTCROP,0.7031,OCEAN ISLAND,WHOLE ROCK,,2002
 [6186] GEIST D. J. (2002),9.583252294144517,6.320249376753009,0.283056,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512962,19.184,15.578,38.832,BASALT,VOLCANIC ROCK,samp. E97-15,OUTCROP,0.703047,OCEAN ISLAND,WHOLE ROCK,26095-E9715,2002
 [6186] GEIST D. J. (2002),8.52237565641711,5.9106035838143525,0.283026,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512941,19.293,15.593,39.031,BASALT,VOLCANIC ROCK,samp. E97-127,OUTCROP,0.703172,OCEAN ISLAND,WHOLE ROCK,26095-E97127,2002
 [6186] GEIST D. J. (2002),9.158901639054733,6.242221606669558,0.283044,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512958,19.225,15.584,38.91,BASALT,VOLCANIC ROCK,samp. E97-130,OUTCROP,0.7031430000000001,OCEAN ISLAND,WHOLE ROCK,26095-E97130,2002
 [6186] GEIST D. J. (2002),10.007602949236265,6.515318801960554,0.283068,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.512972,19.135,15.571,38.776,BASALT,VOLCANIC ROCK,samp. E97-131,OUTCROP,0.703058,OCEAN ISLAND,WHOLE ROCK,26095-E97131,2002
 [6186] GEIST D. J. (2002),10.042965503828226,6.2032077216289165,0.283069,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA RIM,-91.546,-91.546,0.5129560000000001,19.209,15.592,38.88800000000001,BASALT,VOLCANIC ROCK,samp. E97-134,OUTCROP,0.7030489999999999,OCEAN ISLAND,WHOLE ROCK,26095-E97134,2002
 [6186] GEIST D. J. (2002),10.007602949236265,6.261728549190963,0.283068,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA FLOOR,-91.546,-91.546,0.512959,19.194000000000006,15.587,38.87,BASALT,VOLCANIC ROCK,samp. E97-108,OUTCROP,0.703145,OCEAN ISLAND,WHOLE ROCK,26096-E97108,2002
 [6186] GEIST D. J. (2002),9.830790176282349,6.300742434231606,0.283063,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,CALDERA WALL,-91.546,-91.546,0.512961,19.243,15.594,38.928,BASALT,VOLCANIC ROCK,samp. E97-110,OUTCROP,0.7031,OCEAN ISLAND,WHOLE ROCK,26105-V,2002
 [6186] GEIST D. J. (2002),9.441802075782565,6.2002816802490806,0.283052,SUBAERIAL,-0.02,-0.02,GALAPAGOS ISLANDS ,,-91.546,-91.546,0.51295585,19.248,15.582,38.98,BASALT,VOLCANIC ROCK,samp. E97-20,OUTCROP,0.703256,OCEAN ISLAND,WHOLE ROCK,26097-E9720,2002
 [6863] SNYDER D. C. (2004),0.7426136464095778,1.833652596957843,0.282806,SUBAERIAL,37.8,37.8,AZORES ,,-25.5,-25.5,0.512732,19.942,15.739,40.18,TRACHYTE,VOLCANIC ROCK,samp. ASM-218,OUTCROP,0.7048989999999999,OCEAN ISLAND,WHOLE ROCK,1564-ASM218,2004
 [6863] SNYDER D. C. (2004),0.6718885372276198,1.5800623441860866,0.282804,SUBAERIAL,37.8,37.8,AZORES ,,-25.5,-25.5,0.5127189999999999,19.915,15.735,40.1,TRACHYTE,VOLCANIC ROCK,samp. ASM-202,OUTCROP,0.7049770000000001,OCEAN ISLAND,WHOLE ROCK,1564-ASM202,2004
 [6863] SNYDER D. C. (2004),0.9547889739554518,2.0482289646889567,0.282812,SUBAERIAL,37.8,37.8,AZORES ,,-25.5,-25.5,0.5127430000000001,19.979,15.746,40.19,TRACHYTE,VOLCANIC ROCK,samp. ASM-201,OUTCROP,0.705438,OCEAN ISLAND,WHOLE ROCK,1564-ASM201,2004
 [6863] SNYDER D. C. (2004),0.9901515285474124,2.0482289646889567,0.28281300000000004,SUBAERIAL,37.8,37.8,AZORES ,,-25.5,-25.5,0.5127430000000001,19.95,15.742,40.19,TRACHYTE,VOLCANIC ROCK,samp. ASM-205,OUTCROP,0.705043,OCEAN ISLAND,WHOLE ROCK,1564-ASM205,2004
 [6863] SNYDER D. C. (2004),0.5304383188637037,1.9897081371247445,0.2828,SUBAERIAL,37.8,37.8,AZORES ,,-25.5,-25.5,0.51274,19.957,15.746,40.2,TRACHYTE,VOLCANIC ROCK,samp. ASM-210,OUTCROP,0.706012,OCEAN ISLAND,WHOLE ROCK,1564-ASM210,2004
 [6897] DOUCET S. (2004),9.90151528546431,4.720680090043354,0.283065,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.51288,18.694000000000006,15.56,38.86,BASALT,VOLCANIC ROCK,samp. AG99-191,OUTCROP,0.7037260000000001,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),9.724702512508431,4.9742703428151085,0.28306,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.512893,18.692,15.557,38.86,BASALT,VOLCANIC ROCK,samp. AG99-192,OUTCROP,0.70373,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),9.79542762169039,4.174485699461363,0.283062,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.5128520000000001,18.679,15.552,38.83,BASALT,VOLCANIC ROCK,samp. AG99-193,OUTCROP,0.703715,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),9.441802075782565,4.291527354585456,0.283052,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.512858,18.684,15.549,38.84,BASALT,VOLCANIC ROCK,samp. AG99-194,OUTCROP,0.7037399999999999,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),9.866152730872347,4.291527354585456,0.283064,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.512858,18.695,15.558,38.86,BASALT,VOLCANIC ROCK,samp. AG99-195,OUTCROP,0.703729,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),9.79542762169039,4.85722868768885,0.283062,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.512887,18.734,15.56,38.88,BASALT,VOLCANIC ROCK,samp. AG99-196,OUTCROP,0.703663,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),10.007602949236265,5.171290462273711,0.283068,SUBAERIAL,-38.75,-38.75,AMSTERDAM-ST. PAUL ,,77.5,77.5,0.5129031,18.705,15.559,38.8593,BASALT,VOLCANIC ROCK,samp. AG99-197,OUTCROP,0.7036427,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),11.598917905829339,3.4137149411460954,0.283113,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512813,19.028,15.595999999999998,39.35,BASALT,VOLCANIC ROCK,samp. A1,OUTCROP,0.703832,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),11.952543451739128,4.3305412396261005,0.283123,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.51286,19.047,15.603,39.4,BASALT,VOLCANIC ROCK,samp. A2,OUTCROP,0.703928,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),12.695157098148705,3.8233607340847526,0.283144,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512834,19.0636,15.6067,39.4456,BASALT,VOLCANIC ROCK,samp. AMS3,OUTCROP,0.7039380000000001,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),13.048782644058495,3.901388504168204,0.283154,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512838,19.0736,15.6219,39.4789,BASALT,VOLCANIC ROCK,samp. AMS4,OUTCROP,0.703933,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),12.857824849265835,4.486596779793,0.2831486,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512868,19.0738,15.6074,39.427,BASALT,VOLCANIC ROCK,samp. AMS6,OUTCROP,0.7038800000000001,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),12.341531552238918,3.8233607340847526,0.283134,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512834,19.0702,15.6198,39.476,BASALT,VOLCANIC ROCK,samp. NA15,OUTCROP,0.703962,OCEAN ISLAND,WHOLE ROCK,,2004
 [6897] DOUCET S. (2004),12.200081333875,3.7648399065227065,0.28313,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512831,19.1324,15.6208,39.5262,BASALT,VOLCANIC ROCK,samp. NA23,OUTCROP,0.703856,OCEAN ISLAND,WHOLE ROCK,1952-NA 23,2004
 [6897] DOUCET S. (2004),11.881818342557171,4.057444044335105,0.283121,SUBAERIAL,-37.83,-37.83,AMSTERDAM-ST. PAUL ,,77.55,77.55,0.512846,19.1149,15.6166,39.5108,BASALT,VOLCANIC ROCK,samp. NA27,OUTCROP,0.703824,OCEAN ISLAND,WHOLE ROCK,,2004
 [6901] LASSITER J. C. (2004),9.653977403326474,6.515318801960554,0.283058,SUBAERIAL,-23.85487619,-23.85487619,AUSTRAL-COOK ISLANDS ,NEAR RUATARA,-147.6599766,-147.6599766,0.512972,19.29,15.56,38.98,BASALT,VOLCANIC ROCK,samp. RVV-310,OUTCROP,0.70307,OCEAN ISLAND,WHOLE ROCK,29628-RVV-310,2004
 [6901] LASSITER J. C. (2004),9.618614848736478,7.295596502795062,0.283057,SUBAERIAL,-23.85487619,-23.85487619,AUSTRAL-COOK ISLANDS ,NEAR RUATARA,-147.6599766,-147.6599766,0.513012,19.97,15.63,39.52,BASALT,VOLCANIC ROCK,samp. RVV-312,OUTCROP,0.70294,OCEAN ISLAND,WHOLE ROCK,29628-RVV-312,2004
 [6901] LASSITER J. C. (2004),6.6835228176881625,5.208353653065462,0.282974,SUBAERIAL,-23.87506505,-23.87506505,AUSTRAL-COOK ISLANDS ,LOCATION APPROXIMATE - SAMPLE COLLECTED SLIGHTLY SOUTH OF THIS LOCATION,-147.6883364,-147.6883364,0.512905,21.33,15.75,40.56,BASALT,VOLCANIC ROCK,samp. RVV-316,OUTCROP,0.7028399999999999,OCEAN ISLAND,WHOLE ROCK,29629-RVV-316,2004
 [6901] LASSITER J. C. (2004),6.612797708506205,6.144686894064704,0.282972,SUBAERIAL,-23.86980254,-23.86980254,AUSTRAL-COOK ISLANDS ,,-147.6712586,-147.6712586,0.512953,20.94,15.71,40.2,BASALT,VOLCANIC ROCK,samp. RVV-318,OUTCROP,0.70287,OCEAN ISLAND,WHOLE ROCK,29630-RVV-318,2004
 [6901] LASSITER J. C. (2004),6.7896104814601195,5.9106035838143525,0.282977,SUBAERIAL,-23.87114334,-23.87114334,AUSTRAL-COOK ISLANDS ,LOCATION APPROXIMATE - SAMPLE COLLECTED ~100 M EAST OF THIS WAYPOINT,-147.6640761,-147.6640761,0.512941,21.06,15.72,40.25,BASALT,VOLCANIC ROCK,samp. RVV-321,OUTCROP,0.70285,OCEAN ISLAND,WHOLE ROCK,,2004
 [6901] LASSITER J. C. (2004),10.467316158918011,7.159047905149563,0.283081,SUBAERIAL,-23.85362937,-23.85362937,AUSTRAL-COOK ISLANDS ,,-147.65371480000005,-147.65371480000005,0.513005,19.63,15.59,39.31,BASALT,VOLCANIC ROCK,samp. RVV-328,OUTCROP,0.70293,OCEAN ISLAND,WHOLE ROCK,29632-RVV-328,2004
 [6901] LASSITER J. C. (2004),9.972240394646269,7.042006250023304,0.283067,SUBAERIAL,-23.86738325,-23.86738325,AUSTRAL-COOK ISLANDS ,DIKE,-147.6477634,-147.6477634,0.512999,20.03,15.62,39.53,TRACHYPHONOLITE,VOLCANIC ROCK,samp. RVV-338,OUTCROP,0.70899,OCEAN ISLAND,WHOLE ROCK,,2004
 [6901] LASSITER J. C. (2004),11.033117032373674,6.84693682481576,0.283097,SUBAERIAL,-23.86738325,-23.86738325,AUSTRAL-COOK ISLANDS ,LOCATION APPROXIMATE - FROM BOULDER IN DRY STREAM SOUTH OF MT. TAPIOI (WP 108),-147.6477634,-147.6477634,0.512989,19.6,15.59,39.26,BASALT,VOLCANIC ROCK,samp. RVV-340,OUTCROP,0.70295,OCEAN ISLAND,WHOLE ROCK,29637-RVV-340,2004
 [6901] LASSITER J. C. (2004),10.679491486463883,7.2175687327116105,0.283087,SUBAERIAL,-23.88559437,-23.88559437,AUSTRAL-COOK ISLANDS ,BOULDERS EMBEDDED IN RED SOIL S OF MT. TAPIOI,-147.668295,-147.668295,0.513008,19.74,15.59,39.34,BASALT,VOLCANIC ROCK,samp. RVV-342,OUTCROP,0.70296,OCEAN ISLAND,WHOLE ROCK,29638-RVV-342,2004
 [6901] LASSITER J. C. (2004),10.467316158918011,7.763763123293599,0.283081,SUBAERIAL,-23.87300613,-23.87300613,AUSTRAL-COOK ISLANDS ,,-147.6842004,-147.6842004,0.5130359999999999,19.7,15.59,39.32,BASALT,VOLCANIC ROCK,samp. RVV-343,OUTCROP,0.70292,OCEAN ISLAND,WHOLE ROCK,29639-RVV-343,2004
 [6901] LASSITER J. C. (2004),6.577435153916207,6.84693682481576,0.28297100000000003,SUBAERIAL,-23.87413806,-23.87413806,AUSTRAL-COOK ISLANDS ,DIKE,-147.6855716,-147.6855716,0.512989,20.75,15.7,40.03,BASALT,VOLCANIC ROCK,samp. RVV-344,OUTCROP,0.7028399999999999,OCEAN ISLAND,WHOLE ROCK,29640-RVV-344,2004
 [6901] LASSITER J. C. (2004),9.830790176282349,5.7740549861688555,0.283063,SUBAERIAL,-23.87496986,-23.87496986,AUSTRAL-COOK ISLANDS ,BOULDER ,-147.68537949999995,-147.68537949999995,0.512934,20.86,15.73,40.16,BASALT,VOLCANIC ROCK,samp. RVV-346,OUTCROP,0.7028300000000001,OCEAN ISLAND,WHOLE ROCK,29642-RVV-346,2004
 [6901] LASSITER J. C. (2004),9.90151528546431,7.334610387837869,0.283065,SUBAERIAL,-23.85757997,-23.85757997,AUSTRAL-COOK ISLANDS ,BOULDER ,-147.61558169999995,-147.61558169999995,0.5130140000000001,19.67,15.61,39.38,BASALT,VOLCANIC ROCK,samp. RVV-362,OUTCROP,0.70293,OCEAN ISLAND,WHOLE ROCK,29644-RVV-362,2004
 [6901] LASSITER J. C. (2004),8.345562883463195,6.963978479939853,0.283021,SUBAERIAL,-23.8786111,-23.8786111,AUSTRAL-COOK ISLANDS ,,-147.67138899999995,-147.67138899999995,0.512995,19.64,15.61,39.35,BASALT,VOLCANIC ROCK,samp. RVV-370,OUTCROP,0.70299,OCEAN ISLAND,WHOLE ROCK,29645-RVV-370,2004
 [6901] LASSITER J. C. (2004),2.9704545856383118,3.3747010561054536,0.282869,SUBAERIAL,-27.58,-27.58,AUSTRAL-COOK ISLANDS ,,-144.33,-144.33,0.512811,19.07,15.58,39.03,BASALT,VOLCANIC ROCK,samp. RPA-02,OUTCROP,0.70395,OCEAN ISLAND,WHOLE ROCK,1452-RPA-02,2004
 [6901] LASSITER J. C. (2004),2.26320349381873,2.8870274930833446,0.282849,SUBAERIAL,-27.58,-27.58,AUSTRAL-COOK ISLANDS ,,-144.33,-144.33,0.512786,19.1,15.59,39.02,BASALT,VOLCANIC ROCK,samp. RPA-14,OUTCROP,0.70394,OCEAN ISLAND,WHOLE ROCK,1452-RPA-14,2004
 [6901] LASSITER J. C. (2004),3.43016779532202,3.803853791563349,0.282882,SUBAERIAL,-27.58,-27.58,AUSTRAL-COOK ISLANDS ,,-144.33,-144.33,0.512833,19.15,15.59,39.03,BASALT,VOLCANIC ROCK,samp. RPA-31,OUTCROP,0.70387,OCEAN ISLAND,WHOLE ROCK,1452-RPA-31,2004
 [6901] LASSITER J. C. (2004),2.5107413759565653,3.3551941135840484,0.282856,SUBAERIAL,-27.58,-27.58,AUSTRAL-COOK ISLANDS ,,-144.33,-144.33,0.51281,19.07,15.59,39.07,BASALT,VOLCANIC ROCK,samp. RPA-71,OUTCROP,0.70389,OCEAN ISLAND,WHOLE ROCK,1452-RPA-71,2004
 [7196] GAFFNEY A. M. (2004),12.659794543556744,7.432145100440558,0.283143,SUBAERIAL,20.8356,20.8356,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.3549,-156.3549,0.513019,18.397,15.476,37.936,THOLEIITE,VOLCANIC ROCK,samp. OL30,OUTCROP,0.703549,OCEAN ISLAND,WHOLE ROCK,33110-OL30,2004
 [7196] GAFFNEY A. M. (2004),12.730519652738705,7.9003117209412625,0.283145,SUBAERIAL,20.8344,20.8344,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5983,-156.5983,0.513043,18.531,15.497,38.037,THOLEIITE,VOLCANIC ROCK,samp. OL31,OUTCROP,0.70349,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),12.376894106828914,7.237075675233013,0.283135,SUBAERIAL,20.8344,20.8344,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5983,-156.5983,0.513009,18.388,15.48,37.935,THOLEIITE,VOLCANIC ROCK,samp. OL32,OUTCROP,0.703457,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),12.765882207330662,7.510172870524008,0.283146,SUBAERIAL,20.8553,20.8553,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5419,-156.5419,0.513023,18.445,15.493,37.98,THOLEIITE,VOLCANIC ROCK,samp. WA12,OUTCROP,0.703567,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),11.775730678783253,7.13954096262816,0.283118,SUBAERIAL,20.8364,20.8364,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5944,-156.5944,0.513004,18.469,15.493,37.989,THOLEIITE,VOLCANIC ROCK,samp. OL29,OUTCROP,0.703631,OCEAN ISLAND,WHOLE ROCK,33122-OL29,2004
 [7196] GAFFNEY A. M. (2004),11.846455787965207,7.2175687327116105,0.28312,SUBAERIAL,20.5044,20.5044,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.555,-156.555,0.513008,18.513,15.498,38.018,THOLEIITE,VOLCANIC ROCK,samp. LT22,OUTCROP,0.70365,OCEAN ISLAND,WHOLE ROCK,33127-LT22,2004
 [7196] GAFFNEY A. M. (2004),11.422105132873465,6.983485422461258,0.283108,SUBAERIAL,20.5,20.5,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5633,-156.5633,0.512996,18.41,15.481,37.929,THOLEIITE,VOLCANIC ROCK,samp. LT27,OUTCROP,0.703605,OCEAN ISLAND,WHOLE ROCK,33128-LT27,2004
 [7196] GAFFNEY A. M. (2004),11.705005569601296,6.827429882294357,0.283116,SUBAERIAL,20.9661,20.9661,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.5908,-156.5908,0.512988,18.387,15.473,37.926,THOLEIITE,VOLCANIC ROCK,samp. WA19,OUTCROP,0.703494,OCEAN ISLAND,WHOLE ROCK,33134-WA19,2004
 [7196] GAFFNEY A. M. (2004),11.280654914511508,7.0224993075019,0.283104,SUBAERIAL,21.0189,21.0189,HAWAIIAN ISLANDS ,"WEST MAUI, WAILUKU",-156.6089,-156.6089,0.512998,18.505,15.494000000000002,38.01300000000001,THOLEIITE,VOLCANIC ROCK,samp. WA04,OUTCROP,0.703669,OCEAN ISLAND,WHOLE ROCK,33136-WA04,2004
 [7196] GAFFNEY A. M. (2004),12.164718779285007,6.515318801960554,0.283129,SUBAERIAL,20.91,20.91,HAWAIIAN ISLANDS ,HONOLUA GULCH,-156.59,-156.59,0.512972,18.508,15.483,38.023,"BASALT, ALKALINE",VOLCANIC ROCK,samp. HO36,OUTCROP,0.703549,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),13.685308626694155,7.510172870524008,0.283172,SUBAERIAL,20.91,20.91,HAWAIIAN ISLANDS ,"KANAHA STREAM BELOW PAUPAU HILL, JUST ABOVE KELAWEA VILLAGE, LAHAINA",-156.59,-156.59,0.513023,18.181,15.446,37.792,NOT GIVEN,VOLCANIC ROCK,samp. LA35,OUTCROP,0.703289,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),11.139204696147592,6.710388227168098,0.2831,SUBAERIAL,20.8103,20.8103,HAWAIIAN ISLANDS ,"WEST MAUI, PAPALAUA GULCH SECTION",-156.5758,-156.5758,0.5129819999999999,18.5,15.495,38.005,NOT GIVEN,VOLCANIC ROCK,samp. UP47,OUTCROP,0.703634,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),11.103842141555633,6.827429882294357,0.283099,SUBAERIAL,20.8103,20.8103,HAWAIIAN ISLANDS ,"WEST MAUI, PAPALAUA GULCH SECTION",-156.5758,-156.5758,0.512988,18.423,15.477,37.939,NOT GIVEN,VOLCANIC ROCK,samp. UP46,OUTCROP,0.703497,OCEAN ISLAND,WHOLE ROCK,33144-UP46,2004
 [7196] GAFFNEY A. M. (2004),11.422105132873465,7.042006250023304,0.283108,SUBAERIAL,20.8103,20.8103,HAWAIIAN ISLANDS ,"WEST MAUI, PAPALAUA GULCH SECTION",-156.5758,-156.5758,0.512999,18.44,15.484000000000002,37.956,NOT GIVEN,VOLCANIC ROCK,samp. UP43,OUTCROP,0.703596,OCEAN ISLAND,WHOLE ROCK,,2004
 [7196] GAFFNEY A. M. (2004),11.49283024205542,7.256582617754417,0.28311,SUBAERIAL,20.8103,20.8103,HAWAIIAN ISLANDS ,"WEST MAUI, PAPALAUA GULCH SECTION",-156.5758,-156.5758,0.5130100000000001,18.422,15.479,37.948,NOT GIVEN,VOLCANIC ROCK,samp. UP37,OUTCROP,0.703572,OCEAN ISLAND,WHOLE ROCK,33144-UP37,2004
