Age (ka),Eccentricity,Obliquity,Precession
827,0.016116,0.413211,3.851123
828,0.016799,0.41281,3.518636
829,0.017382,0.412251,3.190723
830,0.018067,0.411553,2.862671
831,0.01878,0.410741,2.539831
832,0.019451,0.409841,2.213134
833,0.020169,0.408878,1.891698
834,0.020931,0.407883,1.572616
835,0.021657,0.406882,1.248445
836,0.022441,0.4059,0.931919
837,0.023178,0.404963,0.612858
838,0.024023,0.404091,0.295364
839,0.024774,0.403305,6.262558
840,0.025552,0.402622,5.947226
841,0.026386,0.402056,5.633283
842,0.027113,0.401619,5.319591
843,0.027896,0.401319,5.005563
844,0.028634,0.40116,4.695242
845,0.029371,0.401143,4.381781
846,0.030102,0.401267,4.070697
847,0.03076,0.401526,3.760316
848,0.031471,0.401911,3.450302
849,0.032155,0.402413,3.139573
850,0.032711,0.403016,2.831097
851,0.033422,0.403708,2.52302
852,0.033969,0.404472,2.214187
853,0.034534,0.405295,1.906928
854,0.035104,0.406162,1.600356
855,0.035623,0.407059,1.294857
856,0.036131,0.407972,0.987599
857,0.036579,0.408886,0.684541
858,0.037041,0.409788,0.380017
859,0.037463,0.410662,0.076233
860,0.037803,0.411495,6.057747
861,0.038145,0.412269,5.754943
862,0.038466,0.412968,5.454839
863,0.038667,0.413577,5.153146
864,0.038879,0.41408,4.853244
865,0.03904,0.414466,4.554439
866,0.039136,0.414722,4.253048
867,0.039191,0.414841,3.95489
868,0.039173,0.414812,3.656419
869,0.039197,0.41463,3.355597
870,0.039046,0.414291,3.05819
871,0.038939,0.413793,2.758681
872,0.038772,0.413136,2.460032
873,0.038523,0.412323,2.16137
874,0.038241,0.411358,1.860903
875,0.03795,0.410253,1.56438
876,0.037569,0.409026,1.262661
877,0.037154,0.407697,0.964382
878,0.036695,0.406293,0.66566
879,0.036201,0.404843,0.365306
880,0.035639,0.40338,0.06634
881,0.03498,0.40194,6.050097
882,0.034378,0.400561,5.750374
883,0.033643,0.399277,5.451033
884,0.032841,0.398124,5.15081
885,0.032079,0.397138,4.852989
886,0.03121,0.396348,4.55237
887,0.030287,0.395781,4.254318
888,0.029391,0.395466,3.957062
889,0.02836,0.395418,3.65944
890,0.02742,0.395652,3.363116
891,0.026313,0.396174,3.069025
892,0.025291,0.396977,2.777013
893,0.024225,0.398051,2.485035
894,0.023065,0.399378,2.198533
895,0.021996,0.400922,1.913406
896,0.020865,0.402648,1.634276
897,0.01969,0.404514,1.35586
898,0.018565,0.406468,1.086898
899,0.017416,0.40846,0.822953
900,0.016269,0.410444,0.562264
901,0.015129,0.412366,0.316324
902,0.014017,0.414184,0.076472
903,0.012992,0.415856,6.128564
904,0.011935,0.41734,5.918217
905,0.011032,0.418608,5.718824
906,0.010255,0.419631,5.535885
907,0.009564,0.420382,5.377186
908,0.009101,0.420846,5.229221
909,0.008896,0.421009,5.103365
910,0.008848,0.420861,4.9711
911,0.00909,0.420409,4.845441
912,0.009612,0.419658,4.701788
913,0.010186,0.418625,4.541461
914,0.01107,0.417339,4.363406
915,0.01198,0.415831,4.169366
916,0.01302,0.414138,3.953436
917,0.014121,0.412308,3.729559
918,0.015275,0.410382,3.494061
919,0.016481,0.408409,3.243273
920,0.017701,0.406436,2.990826
921,0.018908,0.404505,2.729801
922,0.020228,0.402654,2.461474
923,0.021426,0.40093,2.191445
924,0.022691,0.399362,1.91506
925,0.023983,0.397983,1.638237
926,0.025202,0.396825,1.356167
927,0.026411,0.395907,1.072397
928,0.02768,0.395247,0.79016
929,0.028835,0.394861,0.50019
930,0.030028,0.394746,0.214326
931,0.031174,0.394903,6.208743
932,0.032334,0.39532,5.918117
933,0.033454,0.395975,5.628802
934,0.034522,0.396847,5.338728
935,0.035658,0.397908,5.047878
936,0.036701,0.399126,4.75826
937,0.037734,0.400469,4.467205
938,0.03879,0.401906,4.178772
939,0.039802,0.403403,3.888415
940,0.040771,0.404932,3.598924
941,0.041772,0.406465,3.311498
942,0.042712,0.407978,3.022207
943,0.043664,0.409445,2.734367
944,0.044545,0.410845,2.447064
945,0.045457,0.412156,2.15999
946,0.04636,0.413358,1.872467
947,0.047131,0.414434,1.586443
948,0.048022,0.415367,1.300045
949,0.048796,0.416143,1.013747
950,0.049542,0.416751,0.727835
951,0.050295,0.41718,0.44153
952,0.050991,0.417427,0.156298
953,0.051677,0.417491,6.151695
954,0.052295,0.41737,5.866383
955,0.052903,0.417067,5.579446
956,0.053522,0.416587,5.291335
957,0.05402,0.415933,5.004301
958,0.054536,0.415114,4.716267
959,0.055079,0.414142,4.427349
960,0.055435,0.413025,4.138301
961,0.055906,0.411782,3.848107
962,0.056263,0.410431,3.558477
963,0.056586,0.408994,3.266081
964,0.056892,0.407499,2.974573
965,0.057147,0.40598,2.682113
966,0.057378,0.404467,2.38736
967,0.057562,0.402996,2.094111
968,0.05765,0.401602,1.798191
969,0.057814,0.400317,1.502826
970,0.057815,0.399176,1.206119
971,0.057799,0.39821,0.90874
972,0.057777,0.397442,0.612028
973,0.057669,0.396901,0.313127
974,0.057508,0.396603,0.014737
975,0.057312,0.39656,6.000943
976,0.057069,0.396784,5.700798
977,0.056746,0.397275,5.403352
978,0.056389,0.398022,5.10524
979,0.055983,0.399015,4.807558
980,0.05553,0.400226,4.510508
981,0.054952,0.401622,4.2138
982,0.054442,0.403169,3.918805
983,0.053791,0.404823,3.623507
984,0.05309,0.406536,3.329862
985,0.052392,0.408264,3.037217
986,0.051586,0.409958,2.745849
987,0.050778,0.411571,2.45455
988,0.049848,0.413063,2.16573
989,0.048931,0.414393,1.87744
990,0.04797,0.415525,1.589026
991,0.046878,0.416432,1.303782
992,0.04582,0.417084,1.017832
993,0.044716,0.417462,0.733397
994,0.043485,0.417558,0.449432
995,0.042323,0.41736,0.166978
996,0.041056,0.416873,6.168516
997,0.039755,0.41611,5.886697
998,0.03847,0.415087,5.606443
999,0.03707,0.413833,5.328668
1000,0.03576,0.412389,5.048367
1001,0.034288,0.410793,4.772492
1002,0.032884,0.409099,4.496292
1003,0.031486,0.407358,4.221222
1004,0.030001,0.405618,3.948966
1005,0.028558,0.403935,3.677446
1006,0.027196,0.402355,3.411581
1007,0.025733,0.40092,3.145277
1008,0.024365,0.399673,2.886223
1009,0.023032,0.398647,2.633236
1010,0.021735,0.397869,2.381403
1011,0.0205,0.397364,2.141644
1012,0.019362,0.397148,1.908933
1013,0.018307,0.397226,1.681413
1014,0.017425,0.397602,1.468661
1015,0.0166,0.398262,1.261028
1016,0.016086,0.399183,1.065691
1017,0.015655,0.400337,0.87419
1018,0.015446,0.401682,0.691272
1019,0.015555,0.403173,0.506852
1020,0.015752,0.404758,0.323368
1021,0.016208,0.406384,0.13167
1022,0.016869,0.408003,6.221589
1023,0.017649,0.40957,6.015182
1024,0.018565,0.41104,5.801732
1025,0.019613,0.412385,5.583781
1026,0.020716,0.413574,5.351539
1027,0.021906,0.414585,5.115635
1028,0.023117,0.415403,4.87492
1029,0.024402,0.416015,4.624663
1030,0.025677,0.416411,4.371897
1031,0.026942,0.41659,4.114738
1032,0.028277,0.416546,3.852495
1033,0.029557,0.416283,3.588476
1034,0.030806,0.415808,3.318838
1035,0.032097,0.415133,3.04983
1036,0.033365,0.414272,2.775256
1037,0.034529,0.413253,2.499104
1038,0.035795,0.412096,2.22274
1039,0.036927,0.410833,1.941705
1040,0.038109,0.409495,1.660418
1041,0.039195,0.408115,1.377428
1042,0.040282,0.406723,1.092981
1043,0.041371,0.405349,0.805878
1044,0.042336,0.404016,0.519354
1045,0.04335,0.402747,0.230511
1046,0.044317,0.401562,6.224599
1047,0.045173,0.400477,5.933505
1048,0.046087,0.399509,5.642609
1049,0.046908,0.398676,5.351186
1050,0.047696,0.39799,5.05754
1051,0.048445,0.397466,4.764521
1052,0.049143,0.397121,4.471716
1053,0.049877,0.396965,4.175591
1054,0.050438,0.397009,3.882746
1055,0.051073,0.397257,3.58728
1056,0.051655,0.397709,3.292511
1057,0.052139,0.398361,2.998076
1058,0.052616,0.399206,2.702638
1059,0.0531,0.400231,2.409332
1060,0.053473,0.401423,2.11371
1061,0.053871,0.402763,1.820249
1062,0.05418,0.404232,1.52759
1063,0.054507,0.405805,1.233328
1064,0.054751,0.407461,0.941411
1065,0.054959,0.40917,0.649764
1066,0.055197,0.410902,0.357988
1067,0.055297,0.412622,0.067813
1068,0.05541,0.414293,6.060284
1069,0.055513,0.415874,5.771656
1070,0.055538,0.417328,5.482365
1071,0.055509,0.418617,5.193588
1072,0.055489,0.419703,4.90685
1073,0.055405,0.420555,4.617943
1074,0.05528,0.42114,4.331205
1075,0.055119,0.421435,4.043689
1076,0.054917,0.421427,3.756344
1077,0.054745,0.421099,3.468663
1078,0.05439,0.420449,3.180747
1079,0.054147,0.419481,2.893094
1080,0.053806,0.418199,2.603483
1081,0.053392,0.416621,2.313966
1082,0.053018,0.414774,2.023963
1083,0.052564,0.412687,1.732701
1084,0.052058,0.410402,1.439221
1085,0.051554,0.407971,1.146624
1086,0.050971,0.405445,0.85132
1087,0.050398,0.402891,0.554707
1088,0.0497,0.400377,0.257426
1089,0.049016,0.397973,6.241295
1090,0.048316,0.395752,5.940476
1091,0.047466,0.393783,5.638917
1092,0.046685,0.392121,5.334578
1093,0.045809,0.390824,5.031768
1094,0.044916,0.389935,4.724948
1095,0.043953,0.389478,4.419708
1096,0.042963,0.389473,4.114321
1097,0.04197,0.389926,3.805952
1098,0.040888,0.390818,3.500841
1099,0.039758,0.392135,3.194618
1100,0.0387,0.39384,2.888349
1101,0.037459,0.395885,2.583767
1102,0.036295,0.398217,2.279424
1103,0.035077,0.40077,1.97723
1104,0.033791,0.403469,1.675063
1105,0.032512,0.406241,1.373764
1106,0.031171,0.409008,1.077315
1107,0.02984,0.411692,0.777176
1108,0.028417,0.414232,0.481335
1109,0.026981,0.416559,0.186637
1110,0.025545,0.41862,6.173739
1111,0.024064,0.42038,5.880458
1112,0.022505,0.421802,5.584692
1113,0.021021,0.422864,5.292934
1114,0.019484,0.42356,4.997117
1115,0.017869,0.423877,4.702129
1116,0.016361,0.423818,4.409888
1117,0.014758,0.423395,4.110993
1118,0.013203,0.42262,3.814158
1119,0.011614,0.421515,3.519545
1120,0.010044,0.420115,3.217737
1121,0.008496,0.418447,2.917066
1122,0.006896,0.416561,2.615889
1123,0.005329,0.414507,2.306593
1124,0.003802,0.412339,2.006156
1125,0.002193,0.410117,1.648186
1126,0.000661,0.4079,1.254094
1127,0.000915,0.405742,4.405255
1128,0.002483,0.403691,4.032642
1129,0.004022,0.401796,3.694488
1130,0.005588,0.400087,3.378258
1131,0.007054,0.398594,3.075363
1132,0.008643,0.397336,2.76321
1133,0.010095,0.39632,2.456164
1134,0.011523,0.395559,2.149147
1135,0.013011,0.395053,1.842363
1136,0.014387,0.394804,1.53491
1137,0.015725,0.394811,1.227328
1138,0.017081,0.395067,0.921608
1139,0.018313,0.39556,0.614191
1140,0.019614,0.396276,0.30577
1141,0.020742,0.397197,6.282965
1142,0.021927,0.398295,5.977007
1143,0.023078,0.399542,5.667772
1144,0.024098,0.400904,5.363832
1145,0.025187,0.402348,5.056792
1146,0.026193,0.403841,4.753087
1147,0.027148,0.405358,4.447059
1148,0.028089,0.406871,4.144262
1149,0.028993,0.408359,3.843094
1150,0.029828,0.409805,3.537941
1151,0.030639,0.411188,3.238767
1152,0.031405,0.41249,2.93792
1153,0.032153,0.413698,2.637177
1154,0.032793,0.414787,2.3393
1155,0.033403,0.415739,2.039606
1156,0.034039,0.416529,1.74258
1157,0.034514,0.417135,1.444453
1158,0.034995,0.417538,1.146649
1159,0.035425,0.417726,0.851411
1160,0.035818,0.417685,0.552303
1161,0.036113,0.41741,0.255418
1162,0.036399,0.416903,6.243027
1163,0.036652,0.416164,5.942347
1164,0.03683,0.41521,5.645825
1165,0.036977,0.414055,5.345808
1166,0.037117,0.412718,5.04668
1167,0.037205,0.411225,4.745577
1168,0.037222,0.409603,4.444095
1169,0.037301,0.407883,4.143307
1170,0.03724,0.406104,3.839679
1171,0.037201,0.404308,3.53566
1172,0.03711,0.40254,3.231911
1173,0.036988,0.400851,2.926016
1174,0.036844,0.399292,2.619471
1175,0.036601,0.39791,2.312203
1176,0.036374,0.396765,2.004178
1177,0.036158,0.395895,1.694726
1178,0.035742,0.39534,1.384516
1179,0.035479,0.395126,1.074852
1180,0.035082,0.395269,0.762857
1181,0.034666,0.395768,0.451329
1182,0.034264,0.396618,0.139566
1183,0.033781,0.397794,6.111973
1184,0.033368,0.399265,5.798104
1185,0.032823,0.400991,5.488494
1186,0.032326,0.402921,5.176921
1187,0.031832,0.405002,4.865518
1188,0.031233,0.407179,4.555217
1189,0.030703,0.409385,4.244519
1190,0.030156,0.411561,3.936044
1191,0.029533,0.413642,3.624571
1192,0.028971,0.415561,3.315534
1193,0.028347,0.417261,3.007462
1194,0.027754,0.418687,2.695747
1195,0.027108,0.419793,2.386275
1196,0.026431,0.420543,2.075531
1197,0.025852,0.420913,1.761857
1198,0.025117,0.420885,1.448107
1199,0.024476,0.420465,1.130946
1200,0.023826,0.41966,0.811753
1201,0.02316,0.418492,0.49001
1202,0.022535,0.416997,0.161724
1203,0.021882,0.41521,6.119705
1204,0.021348,0.413175,5.783632
1205,0.02075,0.410953,5.446869
1206,0.020208,0.408597,5.108133
1207,0.019739,0.406171,4.761317
1208,0.019298,0.403747,4.412856
1209,0.018843,0.401387,4.058654
1210,0.018525,0.399164,3.703422
1211,0.018203,0.39715,3.342534
1212,0.017943,0.395402,2.97599
1213,0.01774,0.393982,2.612066
1214,0.017608,0.392936,2.24219
1215,0.017543,0.39229,1.868178
1216,0.017514,0.392068,1.498954
1217,0.017587,0.392271,1.122693
1218,0.017746,0.392882,0.753238
1219,0.017944,0.393876,0.37799
1220,0.018225,0.395215,0.010042
1221,0.018616,0.396846,5.929215
1222,0.019021,0.398722,5.56116
1223,0.01952,0.400785,5.204627
1224,0.020042,0.402977,4.848779
1225,0.020692,0.405247,4.496925
1226,0.02127,0.407537,4.151321
1227,0.021941,0.409789,3.807676
1228,0.02265,0.411961,3.470584
1229,0.023323,0.413997,3.135356
1230,0.024038,0.415855,2.802436
1231,0.024717,0.417496,2.476806
1232,0.025468,0.418885,2.148497
1233,0.026145,0.419992,1.825105
1234,0.026818,0.420807,1.504198
1235,0.02755,0.421319,1.182354
1236,0.028236,0.42153,0.864363
1237,0.028884,0.421452,0.54501
1238,0.029574,0.421093,0.229948
1239,0.030276,0.420474,6.195897
1240,0.030875,0.419619,5.879731
1241,0.031558,0.418545,5.567983
1242,0.03215,0.417275,5.252253
1243,0.032764,0.41583,4.939214
1244,0.033332,0.414229,4.626826
1245,0.033857,0.412494,4.314315
1246,0.034399,0.410655,4.002394
1247,0.034811,0.408738,3.689872
1248,0.035246,0.406779,3.377457
1249,0.035631,0.404814,3.066671
1250,0.035914,0.402875,2.751323
1251,0.036183,0.401002,2.439496
1252,0.036407,0.399232,2.125707
1253,0.036581,0.397598,1.809705
1254,0.036694,0.396129,1.495404
1255,0.036742,0.394851,1.179335
1256,0.036898,0.393785,0.862861
1257,0.036814,0.392952,0.546532
1258,0.036819,0.392375,0.230272
1259,0.03679,0.392071,6.197089
1260,0.036658,0.392055,5.880428
1261,0.036555,0.392346,5.564917
1262,0.036349,0.392946,5.251145
1263,0.036135,0.393863,4.935383
1264,0.035892,0.395091,4.622673
1265,0.035512,0.396618,4.310586
1266,0.035205,0.398413,4.000008
1267,0.034759,0.400448,3.688909
1268,0.034238,0.40267,3.380945
1269,0.033797,0.405032,3.07361
1270,0.033154,0.407484,2.76672
1271,0.032556,0.409968,2.460779
1272,0.031894,0.412429,2.156957
1273,0.031202,0.414817,1.853319
1274,0.030476,0.417078,1.548825
1275,0.029683,0.419165,1.248638
1276,0.028943,0.421035,0.945571
1277,0.028128,0.422639,0.645323
1278,0.027269,0.423937,0.345746
1279,0.026418,0.424891,0.044833
1280,0.025562,0.42546,6.030626
1281,0.024636,0.425621,5.729031
1282,0.023708,0.42536,5.432409
1283,0.022755,0.424664,5.13415
1284,0.021784,0.423547,4.831932
1285,0.020739,0.422024,4.53473
1286,0.019693,0.420127,4.234322
1287,0.018655,0.417904,3.928495
1288,0.017474,0.415407,3.626981
1289,0.016391,0.412695,3.317372
1290,0.015228,0.409838,3.00847
1291,0.014042,0.406905,2.691136
1292,0.012861,0.403961,2.370094
1293,0.011699,0.401089,2.048617
1294,0.010505,0.398361,1.707969
1295,0.009348,0.395843,1.368593
1296,0.008167,0.393616,1.011409
1297,0.007085,0.39174,0.637351
1298,0.005982,0.390272,0.238549
1299,0.004943,0.389266,6.078846
1300,0.004095,0.388753,5.586025
1301,0.003424,0.388746,4.992466
1302,0.003145,0.389251,4.299567
1303,0.003259,0.390238,3.622095
1304,0.00394,0.391669,3.004297
1305,0.004775,0.393494,2.48112
1306,0.005782,0.39564,2.031572
1307,0.006939,0.398033,1.629025
1308,0.008079,0.400599,1.261729
1309,0.009369,0.403254,0.902873
1310,0.010558,0.405925,0.569301
1311,0.011848,0.408546,0.243217
1312,0.013165,0.411049,6.20671
1313,0.014385,0.413378,5.89519
1314,0.015683,0.415488,5.585547
1315,0.016981,0.417329,5.284346
1316,0.018222,0.418866,4.980008
1317,0.019484,0.420073,4.681279
1318,0.020722,0.420923,4.385541
1319,0.02198,0.421407,4.085556
1320,0.023192,0.421521,3.791
1321,0.024374,0.421269,3.495268
1322,0.025647,0.420674,3.198245
1323,0.026792,0.419765,2.902603
1324,0.027995,0.418575,2.605781
1325,0.029202,0.417152,2.30857
1326,0.030362,0.415542,2.011371
1327,0.031573,0.413792,1.710934
1328,0.032713,0.411955,1.414753
1329,0.033931,0.410076,1.113556
1330,0.035056,0.408202,0.813094
1331,0.03621,0.406372,0.51386
1332,0.037348,0.404623,0.211791
1333,0.038466,0.402991,6.194027
1334,0.039496,0.401507,5.891329
1335,0.040587,0.400203,5.589384
1336,0.041612,0.399102,5.286391
1337,0.042549,0.398224,4.982262
1338,0.043513,0.397583,4.679471
1339,0.044439,0.397186,4.375142
1340,0.045279,0.397037,4.069835
1341,0.04613,0.397127,3.766722
1342,0.046897,0.397447,3.461096
1343,0.047729,0.397975,3.156838
1344,0.048419,0.39869,2.852105
1345,0.049113,0.399568,2.548556
1346,0.049868,0.400587,2.244482
1347,0.050415,0.401723,1.94101
1348,0.051101,0.402952,1.638721
1349,0.051634,0.404251,1.337235
1350,0.05215,0.405597,1.034756
1351,0.052653,0.406968,0.73449
1352,0.053053,0.408343,0.434724
1353,0.053489,0.409696,0.134647
1354,0.053782,0.411005,6.119474
1355,0.054032,0.412239,5.820785
1356,0.054339,0.413372,5.523616
1357,0.05443,0.414379,5.225976
1358,0.054543,0.415236,4.92908
1359,0.054619,0.415925,4.633196
1360,0.054574,0.416427,4.336091
1361,0.054527,0.416728,4.040151
1362,0.054335,0.416817,3.74439
1363,0.054213,0.416687,3.44753
1364,0.05395,0.416336,3.150741
1365,0.053621,0.415762,2.855301
1366,0.053351,0.414964,2.557466
1367,0.052903,0.413949,2.260814
1368,0.052503,0.412723,1.963236
1369,0.052001,0.411302,1.666049
1370,0.05147,0.409714,1.368302
1371,0.050853,0.407987,1.06871
1372,0.050218,0.406161,0.77092
1373,0.049519,0.404285,0.471103
1374,0.048766,0.402404,0.17043
1375,0.047915,0.400581,6.153677
1376,0.047072,0.398868,5.85209
1377,0.046158,0.397321,5.550139
1378,0.04513,0.395986,5.248172
1379,0.044107,0.394911,4.944792
1380,0.043069,0.394129,4.642639
1381,0.041887,0.393674,4.337711
1382,0.040759,0.393571,4.036006
1383,0.039569,0.393831,3.732388
1384,0.038341,0.394464,3.429347
1385,0.037122,0.395465,3.128973
1386,0.035786,0.396816,2.828616
1387,0.034567,0.398497,2.529331
1388,0.033187,0.400467,2.232671
1389,0.031853,0.402676,1.93748
1390,0.030547,0.405066,1.64618
1391,0.029124,0.407567,1.354593
1392,0.027735,0.410105,1.068455
1393,0.026374,0.41261,0.78684
1394,0.024908,0.415007,0.503943
1395,0.023496,0.417229,0.229896
1396,0.022023,0.41922,6.241018
1397,0.02059,0.420922,5.972764
1398,0.019122,0.422297,5.710772
1399,0.017615,0.423315,5.454125
1400,0.01625,0.423948,5.202964
1401,0.014774,0.424182,4.960904
1402,0.013409,0.424009,4.728347
1403,0.012113,0.423424,4.508505
1404,0.010866,0.422437,4.306008
1405,0.009751,0.421063,4.116496
1406,0.008784,0.419325,3.967706
1407,0.00803,0.41726,3.828986
1408,0.007499,0.414918,3.72198
1409,0.007325,0.412348,3.640612
1410,0.007437,0.409628,3.543664
1411,0.007857,0.40683,3.436221
1412,0.00854,0.40403,3.309033
1413,0.009409,0.401313,3.1362
1414,0.010433,0.398753,2.950601
1415,0.011515,0.396414,2.737894
1416,0.012717,0.394364,2.50698
1417,0.013957,0.392649,2.263128
1418,0.015159,0.391303,2.011056
1419,0.016497,0.390358,1.748538
1420,0.017727,0.389826,1.481857
1421,0.018988,0.389712,1.207246
1422,0.02026,0.390019,0.932574
1423,0.021504,0.39073,0.652515
1424,0.022698,0.391823,0.368833
1425,0.023912,0.39327,0.087563
1426,0.025091,0.395024,6.084401
1427,0.026264,0.397034,5.797337
1428,0.027358,0.399248,5.51297
1429,0.028523,0.401601,5.224405
1430,0.02961,0.404024,4.937264
1431,0.030689,0.406462,4.65107
1432,0.031759,0.408848,4.362746
1433,0.032851,0.411129,4.077508
1434,0.033875,0.413265,3.788565
1435,0.034929,0.415215,3.504107
1436,0.03598,0.416949,3.218121
1437,0.036964,0.418449,2.930913
1438,0.03799,0.419695,2.646927
1439,0.038936,0.420678,2.361549
1440,0.039939,0.421394,2.075862
1441,0.040801,0.421837,1.791006
1442,0.041686,0.422005,1.505692
1443,0.042625,0.421902,1.219855
1444,0.043353,0.421525,0.933536
1445,0.044183,0.420888,0.646919
1446,0.044947,0.420004,0.36007
1447,0.045632,0.41889,0.070802
1448,0.046342,0.417569,6.065608
1449,0.046954,0.416066,5.775582
1450,0.047581,0.414413,5.483279
1451,0.048184,0.412639,5.19148
1452,0.048658,0.410781,4.897384
1453,0.049267,0.408867,4.602959
1454,0.049698,0.406928,4.305735
